,南部 (kgCO2e/kWh),北部 (kgCO2e/kWh),中部 (kgCO2e/kWh),東部 (kgCO2e/kWh),全台 (kgCO2e/kWh)
2021/1/1 0:00,0.398916706,0.428885086,0.581827067,0.44095275,0.473219825
2021/1/1 1:00,0.409486856,0.431233811,0.600919041,0.455715883,0.484434405
2021/1/1 2:00,0.414718562,0.434019139,0.606747795,0.462323971,0.490683363
2021/1/1 3:00,0.412762656,0.431133513,0.607138201,0.473912067,0.494114739
2021/1/1 4:00,0.410124212,0.429686026,0.604466708,0.474924742,0.495564767
2021/1/1 5:00,0.41400357,0.432757777,0.600171799,0.47565904,0.496569922
2021/1/1 6:00,0.420852186,0.438334665,0.597226723,0.48129408,0.498140896
2021/1/1 7:00,0.417914406,0.440477078,0.59292941,0.483580275,0.49712289
2021/1/1 8:00,0.399803341,0.439762914,0.582989759,0.475219819,0.490816273
2021/1/1 9:00,0.396889371,0.452700201,0.576723211,0.477752608,0.49228789
2021/1/1 10:00,0.395079656,0.45895809,0.569574776,0.483801127,0.49229371
2021/1/1 11:00,0.395238091,0.462533106,0.553062939,0.47538291,0.484930236
2021/1/1 12:00,0.396600713,0.468918335,0.54867396,0.450706875,0.485133432
2021/1/1 13:00,0.396312137,0.466882056,0.551597144,0.453062664,0.484412952
2021/1/1 14:00,0.396032025,0.46346254,0.559259054,0.455424843,0.483943165
2021/1/1 15:00,0.396399507,0.462839584,0.566832045,0.45794672,0.482717184
2021/1/1 16:00,0.401860624,0.4430574,0.5608955,0.446523173,0.473082794
2021/1/1 17:00,0.416279895,0.435561033,0.531785121,0.417536399,0.464712654
2021/1/1 18:00,0.41989124,0.436763866,0.518086691,0.409139925,0.46036553
2021/1/1 19:00,0.418374277,0.437769048,0.525491821,0.413435503,0.462933043
2021/1/1 20:00,0.418180949,0.432694869,0.511131471,0.40702332,0.456433414
2021/1/1 21:00,0.419324795,0.436734969,0.523502084,0.418071116,0.462167215
2021/1/1 22:00,0.405610047,0.443805012,0.551188952,0.431844926,0.47186636
2021/1/1 23:00,0.398747577,0.44442832,0.566301244,0.434456948,0.475605011
2021/1/2 0:00,0.397767034,0.433463863,0.54098976,0.444421066,0.465093919
2021/1/2 1:00,0.397249037,0.423603035,0.568481903,0.458145116,0.472219656
2021/1/2 2:00,0.397401158,0.411453043,0.581447801,0.461173415,0.472925168
2021/1/2 3:00,0.397616807,0.404477057,0.57528771,0.451704703,0.466960587
2021/1/2 4:00,0.397449733,0.407038494,0.573459395,0.449996536,0.465458984
2021/1/2 5:00,0.397033132,0.415341266,0.561782105,0.446110268,0.463060802
2021/1/2 6:00,0.402310798,0.417435472,0.567541779,0.453799948,0.467177551
2021/1/2 7:00,0.405989476,0.427441231,0.576607177,0.46041483,0.474842073
2021/1/2 8:00,0.396555037,0.4274312,0.550460023,0.441291421,0.461546767
2021/1/2 9:00,0.396394181,0.432762817,0.540008934,0.428547241,0.460767378
2021/1/2 10:00,0.39650131,0.440166761,0.53022937,0.426577463,0.460600843
2021/1/2 11:00,0.396899941,0.44551841,0.526248841,0.426114586,0.460306028
2021/1/2 12:00,0.395915515,0.454299901,0.521018485,0.431329131,0.46161821
2021/1/2 13:00,0.396658113,0.462013238,0.527501985,0.439609539,0.464957666
2021/1/2 14:00,0.397575306,0.45956515,0.531858948,0.437636818,0.464112019
2021/1/2 15:00,0.398419828,0.456751181,0.548639397,0.441951717,0.470055484
2021/1/2 16:00,0.396548008,0.449954287,0.550592629,0.436679008,0.468928969
2021/1/2 17:00,0.403049973,0.446803689,0.542859825,0.424075268,0.465972899
2021/1/2 18:00,0.412135619,0.443057648,0.528604205,0.418045106,0.462760773
2021/1/2 19:00,0.40241589,0.441846618,0.522468151,0.414359418,0.457950277
2021/1/2 20:00,0.401682457,0.442293107,0.517323617,0.411758669,0.455861219
2021/1/2 21:00,0.403999696,0.446745997,0.529526995,0.419057149,0.462604691
2021/1/2 22:00,0.41100058,0.45107626,0.568284424,0.442901913,0.479682019
2021/1/2 23:00,0.411302548,0.44656276,0.584235772,0.447334272,0.484738456
2021/1/3 0:00,0.400333448,0.436452712,0.584182353,0.444959331,0.48268396
2021/1/3 1:00,0.399502523,0.423913975,0.582756768,0.43986448,0.482328698
2021/1/3 2:00,0.399043501,0.417487348,0.582198659,0.448362608,0.483879375
2021/1/3 3:00,0.398720811,0.423356691,0.582976208,0.460412156,0.484225698
2021/1/3 4:00,0.399094829,0.42488666,0.58484828,0.460666731,0.4839499
2021/1/3 5:00,0.399519896,0.425030459,0.58582836,0.46315774,0.483370324
2021/1/3 6:00,0.399733149,0.429948089,0.58484691,0.469849433,0.482035129
2021/1/3 7:00,0.39874464,0.427537411,0.593772012,0.477362231,0.485641782
2021/1/3 8:00,0.404933548,0.428335033,0.584099599,0.474642866,0.486428061
2021/1/3 9:00,0.397825419,0.436765213,0.552370977,0.459107906,0.473944401
2021/1/3 10:00,0.397167203,0.436069724,0.54319588,0.457067886,0.468633389
2021/1/3 11:00,0.397847284,0.44145192,0.526033184,0.445978685,0.462678768
2021/1/3 12:00,0.39737747,0.452319615,0.544917161,0.456878648,0.472386955
2021/1/3 13:00,0.398534846,0.445984904,0.535367882,0.432384129,0.465396103
2021/1/3 14:00,0.399597974,0.443511358,0.542631531,0.432068723,0.469169667
2021/1/3 15:00,0.407606808,0.451754823,0.574365585,0.45418686,0.485084558
2021/1/3 16:00,0.419012079,0.445809825,0.591904541,0.463570116,0.489934289
2021/1/3 17:00,0.426219444,0.447406486,0.593534916,0.461826696,0.493218215
2021/1/3 18:00,0.428122548,0.442162322,0.573922356,0.436160777,0.485356193
2021/1/3 19:00,0.42627114,0.441913798,0.578605719,0.437194505,0.484704449
2021/1/3 20:00,0.421682623,0.442972058,0.574495509,0.437402067,0.482341615
2021/1/3 21:00,0.416900746,0.445248202,0.569275279,0.432799353,0.479390159
2021/1/3 22:00,0.413359301,0.450861519,0.568114054,0.445012694,0.48024681
2021/1/3 23:00,0.401069983,0.455209441,0.568618539,0.452670955,0.478602328
2021/1/4 0:00,0.399121321,0.443816327,0.566143543,0.445033761,0.474112241
2021/1/4 1:00,0.399072217,0.429939121,0.605541191,0.468295081,0.485011047
2021/1/4 2:00,0.399231879,0.425225851,0.607623256,0.473856485,0.48756792
2021/1/4 3:00,0.398257108,0.422211811,0.60311502,0.469569024,0.485859999
2021/1/4 4:00,0.397738989,0.420476265,0.603897673,0.468944463,0.4861477
2021/1/4 5:00,0.39821695,0.425667994,0.604356092,0.472897722,0.48599182
2021/1/4 6:00,0.399178158,0.4479845,0.615914602,0.487390478,0.493266669
2021/1/4 7:00,0.39778259,0.456806999,0.615045964,0.486105645,0.495819513
2021/1/4 8:00,0.398040455,0.461943855,0.591150864,0.470758654,0.485603959
2021/1/4 9:00,0.398986644,0.461364067,0.549618745,0.457876208,0.477701479
2021/1/4 10:00,0.398361644,0.450613118,0.534889711,0.447610828,0.467559248
2021/1/4 11:00,0.398139933,0.452048247,0.537097864,0.450960161,0.467835337
2021/1/4 12:00,0.398442368,0.458764367,0.555136537,0.451498725,0.478562356
2021/1/4 13:00,0.398579621,0.457198184,0.575552343,0.456177498,0.482679328
2021/1/4 14:00,0.400000199,0.44919945,0.564740507,0.448014705,0.47779848
2021/1/4 15:00,0.412096962,0.448594756,0.585109473,0.465518732,0.491637954
2021/1/4 16:00,0.430137435,0.452075327,0.58117327,0.465642571,0.494550645
2021/1/4 17:00,0.443753048,0.460285642,0.56745827,0.461623044,0.493651315
2021/1/4 18:00,0.445022208,0.45966528,0.553800895,0.451295156,0.488925148
2021/1/4 19:00,0.433938005,0.449473194,0.553154564,0.434583623,0.483263918
2021/1/4 20:00,0.423419305,0.448473703,0.55525142,0.434888157,0.482181095
2021/1/4 21:00,0.41757671,0.446523048,0.578084607,0.44659328,0.48756187
2021/1/4 22:00,0.410823953,0.451928377,0.569994354,0.454733623,0.483028014
2021/1/4 23:00,0.402539359,0.450796685,0.575535317,0.449903639,0.482292801
2021/1/5 0:00,0.403754242,0.444015867,0.586019474,0.451525733,0.486371798
2021/1/5 1:00,0.404078138,0.438653364,0.59466926,0.448908451,0.488763675
2021/1/5 2:00,0.403308744,0.423391883,0.600947198,0.4458295,0.488982037
2021/1/5 3:00,0.403625114,0.418517388,0.589939206,0.445275057,0.483026438
2021/1/5 4:00,0.4012991,0.416279703,0.595965544,0.468978056,0.48581263
2021/1/5 5:00,0.402676101,0.419048245,0.613113467,0.483092951,0.495071659
2021/1/5 6:00,0.413143629,0.424746079,0.622728506,0.495702988,0.501411289
2021/1/5 7:00,0.411643017,0.421263321,0.618436787,0.493032867,0.498881446
2021/1/5 8:00,0.41527601,0.436861316,0.589315646,0.476696247,0.489183686
2021/1/5 9:00,0.422463157,0.462214327,0.590209891,0.489800335,0.501122543
2021/1/5 10:00,0.42221685,0.469191144,0.594800751,0.492053367,0.503049096
2021/1/5 11:00,0.419640794,0.472884514,0.596816964,0.477100954,0.503941592
2021/1/5 12:00,0.417501024,0.469827203,0.604472078,0.490345057,0.508747879
2021/1/5 13:00,0.416467968,0.46544188,0.586855105,0.483408565,0.497474401
2021/1/5 14:00,0.41763592,0.464482302,0.590358512,0.486926247,0.498676473
2021/1/5 15:00,0.432866133,0.471930202,0.59482508,0.489464738,0.505343226
2021/1/5 16:00,0.437976505,0.481719655,0.597676045,0.491241202,0.508203507
2021/1/5 17:00,0.437371189,0.48488654,0.580266093,0.471727972,0.50228633
2021/1/5 18:00,0.432226581,0.480890139,0.565510479,0.449038903,0.494369009
2021/1/5 19:00,0.426256166,0.478162459,0.57558836,0.454247196,0.495620464
2021/1/5 20:00,0.422565953,0.472250633,0.579993761,0.458573044,0.495729621
2021/1/5 21:00,0.416907348,0.456919379,0.585921123,0.454168571,0.49039932
2021/1/5 22:00,0.410388324,0.456993051,0.589443102,0.464234738,0.486956075
2021/1/5 23:00,0.401247974,0.451665391,0.578713789,0.453841048,0.479413651
2021/1/6 0:00,0.400996787,0.440545896,0.575307463,0.445048278,0.475382131
2021/1/6 1:00,0.401434831,0.427145378,0.603044347,0.456591702,0.481016225
2021/1/6 2:00,0.401957112,0.421498383,0.599286795,0.457893982,0.47523915
2021/1/6 3:00,0.400654463,0.410464333,0.600848295,0.462059876,0.475663394
2021/1/6 4:00,0.400174638,0.409059749,0.601648153,0.460489149,0.475793703
2021/1/6 5:00,0.400449558,0.410695318,0.601080714,0.463751718,0.476532263
2021/1/6 6:00,0.400837313,0.42372252,0.617170481,0.484571288,0.489122355
2021/1/6 7:00,0.400085589,0.415846066,0.61868226,0.489420871,0.48893706
2021/1/6 8:00,0.400062749,0.429630947,0.602000705,0.480429714,0.482169356
2021/1/6 9:00,0.400106324,0.442833667,0.587151477,0.469720937,0.483814968
2021/1/6 10:00,0.401780616,0.44375001,0.574307371,0.443670607,0.479397931
2021/1/6 11:00,0.401392932,0.442849744,0.56700741,0.441037884,0.4768935
2021/1/6 12:00,0.40116918,0.443266696,0.582199117,0.453381884,0.481094286
2021/1/6 13:00,0.4021516,0.439547694,0.576915441,0.457517893,0.479284827
2021/1/6 14:00,0.415129292,0.43759912,0.595688385,0.477330145,0.491016683
2021/1/6 15:00,0.423793612,0.432405239,0.60963564,0.498729025,0.495196663
2021/1/6 16:00,0.44126991,0.430133664,0.597708022,0.472875326,0.496591382
2021/1/6 17:00,0.449220049,0.439251228,0.583912671,0.467470809,0.495394211
2021/1/6 18:00,0.452110288,0.43740198,0.593272443,0.460292399,0.498328795
2021/1/6 19:00,0.438306764,0.437770338,0.587919686,0.454600533,0.491898118
2021/1/6 20:00,0.423921366,0.43928551,0.586784569,0.452146241,0.487597432
2021/1/6 21:00,0.421887211,0.436587624,0.598069668,0.452767296,0.489147035
2021/1/6 22:00,0.412323416,0.433028395,0.592871312,0.443372647,0.480917792
2021/1/6 23:00,0.399988515,0.440501471,0.594650312,0.470247365,0.478280488
2021/1/7 0:00,0.399452807,0.440044249,0.612302351,0.480004282,0.486270353
2021/1/7 1:00,0.399590141,0.42487842,0.632659389,0.483701055,0.489584341
2021/1/7 2:00,0.398727173,0.422570227,0.617298232,0.473234466,0.483098252
2021/1/7 3:00,0.398271275,0.420252823,0.611668184,0.469860055,0.482222435
2021/1/7 4:00,0.398398846,0.420505282,0.619582732,0.474175789,0.48284541
2021/1/7 5:00,0.398756448,0.419933005,0.616618758,0.476547317,0.48217124
2021/1/7 6:00,0.398775502,0.419561785,0.614623917,0.485445923,0.485318521
2021/1/7 7:00,0.39832405,0.431330429,0.602151606,0.485970797,0.486045677
2021/1/7 8:00,0.40518331,0.436775786,0.610380784,0.481921614,0.490879696
2021/1/7 9:00,0.409769951,0.445058402,0.607434326,0.482029869,0.492445865
2021/1/7 10:00,0.408968384,0.438925024,0.596079791,0.486005921,0.483707901
2021/1/7 11:00,0.405247423,0.440352912,0.567546924,0.461007713,0.471411906
2021/1/7 12:00,0.39882725,0.44686813,0.595503696,0.472913814,0.481341028
2021/1/7 13:00,0.39940409,0.44369243,0.573898149,0.458539981,0.47345559
2021/1/7 14:00,0.408238246,0.448110056,0.582843571,0.462447577,0.479215867
2021/1/7 15:00,0.409886754,0.439128389,0.585199282,0.456794853,0.479700873
2021/1/7 16:00,0.426453283,0.440512056,0.598143794,0.454520396,0.493109387
2021/1/7 17:00,0.442949284,0.440046784,0.597071571,0.454938678,0.49643211
2021/1/7 18:00,0.43805628,0.43867802,0.58042197,0.446365941,0.489404213
2021/1/7 19:00,0.415667873,0.439386215,0.581132251,0.442916128,0.484805378
2021/1/7 20:00,0.412826123,0.441891094,0.591948679,0.451719014,0.487576855
2021/1/7 21:00,0.410561048,0.439367792,0.582871878,0.444041128,0.478186758
2021/1/7 22:00,0.409019211,0.443358968,0.588619895,0.443175756,0.479631653
2021/1/7 23:00,0.407777566,0.451414458,0.591681304,0.452359203,0.480402511
2021/1/8 0:00,0.39985234,0.439355421,0.602023009,0.44718734,0.480255979
2021/1/8 1:00,0.398103282,0.429824549,0.63081684,0.455782322,0.487971312
2021/1/8 2:00,0.396976632,0.43147911,0.631169221,0.454436498,0.490487082
2021/1/8 3:00,0.397060172,0.431026431,0.632539063,0.453949429,0.489880635
2021/1/8 4:00,0.397076412,0.435094621,0.631468824,0.45878599,0.490097731
2021/1/8 5:00,0.39687341,0.436932695,0.627974322,0.483430291,0.487962514
2021/1/8 6:00,0.400132146,0.445336677,0.627178887,0.488465581,0.489406352
2021/1/8 7:00,0.412639469,0.453397669,0.635408517,0.502354695,0.498408084
2021/1/8 8:00,0.415409337,0.454546201,0.642981976,0.510270438,0.501114917
2021/1/8 9:00,0.404736231,0.457067835,0.611003143,0.503564151,0.489414558
2021/1/8 10:00,0.396442766,0.459653411,0.589047946,0.489428751,0.48013682
2021/1/8 11:00,0.396078602,0.459164229,0.585523386,0.4789466,0.478413347
2021/1/8 12:00,0.396141454,0.451801362,0.582320472,0.46655121,0.474083944
2021/1/8 13:00,0.3971319,0.45726363,0.578319854,0.454306068,0.472800166
2021/1/8 14:00,0.397092334,0.453813879,0.562777631,0.443546091,0.467733795
2021/1/8 15:00,0.398813846,0.451224916,0.572378555,0.449980115,0.47361508
2021/1/8 16:00,0.409922684,0.453105387,0.595613222,0.465280679,0.489353126
2021/1/8 17:00,0.412722304,0.451806796,0.602469946,0.463531571,0.49313056
2021/1/8 18:00,0.415005537,0.450112596,0.59212363,0.444258442,0.491120472
2021/1/8 19:00,0.413590005,0.452169754,0.595680384,0.445475885,0.49167831
2021/1/8 20:00,0.412341644,0.450757936,0.58043205,0.436156594,0.484098879
2021/1/8 21:00,0.412747157,0.4443137,0.584259903,0.435383002,0.482013939
2021/1/8 22:00,0.41216121,0.43786172,0.586251078,0.435230273,0.477367945
2021/1/8 23:00,0.409197955,0.444099729,0.618072456,0.46480919,0.486024563
2021/1/9 0:00,0.400303244,0.444022818,0.604898799,0.474321059,0.480448088
2021/1/9 1:00,0.402026653,0.442503655,0.629917262,0.484963046,0.488813216
2021/1/9 2:00,0.403778405,0.435766144,0.652287603,0.497051732,0.494292207
2021/1/9 3:00,0.404619304,0.430425125,0.643070972,0.495890319,0.492955896
2021/1/9 4:00,0.404688799,0.414513376,0.629920771,0.489405113,0.48819651
2021/1/9 5:00,0.404609765,0.419484952,0.638707599,0.494147793,0.489601141
2021/1/9 6:00,0.403875664,0.427754636,0.649943321,0.504920736,0.495864625
2021/1/9 7:00,0.402583632,0.433034104,0.643979707,0.505841101,0.496539334
2021/1/9 8:00,0.402537218,0.445367746,0.642243581,0.510508624,0.494995953
2021/1/9 9:00,0.402453416,0.457199841,0.636257198,0.513297813,0.494715631
2021/1/9 10:00,0.40135332,0.467045186,0.600566578,0.490389663,0.483624142
2021/1/9 11:00,0.401767559,0.469664864,0.592053579,0.477835434,0.484484473
2021/1/9 12:00,0.400993123,0.467917668,0.595104252,0.477266979,0.484176503
2021/1/9 13:00,0.402369167,0.46061953,0.579999426,0.467732763,0.476618722
2021/1/9 14:00,0.401485911,0.458638151,0.572213543,0.462323163,0.473003987
2021/1/9 15:00,0.401971139,0.462405606,0.545925076,0.450453174,0.468731804
2021/1/9 16:00,0.415539384,0.459681489,0.566393837,0.461071751,0.479530491
2021/1/9 17:00,0.420224514,0.449723669,0.555662296,0.437970649,0.475853727
2021/1/9 18:00,0.425687986,0.450628488,0.571512114,0.435535987,0.482410871
2021/1/9 19:00,0.424443162,0.451695594,0.58581943,0.444480966,0.488409548
2021/1/9 20:00,0.424216893,0.454003469,0.571653487,0.437757054,0.484720111
2021/1/9 21:00,0.423721684,0.456018357,0.591944572,0.444017823,0.488244052
2021/1/9 22:00,0.418215674,0.453162445,0.609247447,0.449090105,0.490286811
2021/1/9 23:00,0.402552736,0.443898654,0.60254252,0.42903774,0.47745663
2021/1/10 0:00,0.39951304,0.448442989,0.627011524,0.461381986,0.480662837
2021/1/10 1:00,0.399925078,0.444574395,0.638049189,0.493280211,0.485936711
2021/1/10 2:00,0.400181871,0.434298786,0.637672847,0.489055026,0.48667107
2021/1/10 3:00,0.399978147,0.427149766,0.634643349,0.484469517,0.485826863
2021/1/10 4:00,0.399746063,0.430042028,0.637462657,0.485853261,0.487383333
2021/1/10 5:00,0.399392466,0.429434083,0.648061868,0.493797616,0.492735973
2021/1/10 6:00,0.412042464,0.437889876,0.650930167,0.502679495,0.499007968
2021/1/10 7:00,0.410600282,0.436973348,0.654845262,0.508821609,0.49733696
2021/1/10 8:00,0.400004342,0.439007068,0.611360459,0.481614937,0.484010596
2021/1/10 9:00,0.399132326,0.444520831,0.586672252,0.470586845,0.480866223
2021/1/10 10:00,0.398580932,0.444472009,0.573289928,0.46558039,0.474826535
2021/1/10 11:00,0.399267487,0.445476431,0.568314298,0.465476648,0.473777745
2021/1/10 12:00,0.399101353,0.443799782,0.569707759,0.474032395,0.472974024
2021/1/10 13:00,0.400713483,0.43862768,0.566811597,0.469753625,0.470659011
2021/1/10 14:00,0.400670417,0.437426924,0.549986365,0.443264639,0.464402506
2021/1/10 15:00,0.413343676,0.430995581,0.589828445,0.454188046,0.480214696
2021/1/10 16:00,0.43374523,0.443115347,0.601349427,0.454901648,0.488657943
2021/1/10 17:00,0.448205955,0.454527835,0.598612655,0.462567759,0.496004158
2021/1/10 18:00,0.454574044,0.454702059,0.590035363,0.456566271,0.494702669
2021/1/10 19:00,0.451556827,0.445734507,0.598877871,0.461721054,0.493231267
2021/1/10 20:00,0.432169546,0.44883051,0.613306365,0.468050357,0.49044295
2021/1/10 21:00,0.418172258,0.448848504,0.608341792,0.46472646,0.487232419
2021/1/10 22:00,0.412189528,0.447913526,0.604323947,0.455099213,0.484835555
2021/1/10 23:00,0.412289907,0.44958943,0.615614394,0.460460282,0.490611068
2021/1/11 0:00,0.412184825,0.436984102,0.61959671,0.458728332,0.491052096
2021/1/11 1:00,0.412265285,0.441968263,0.611241649,0.457252548,0.490564788
2021/1/11 2:00,0.412025251,0.43256593,0.612327265,0.488201166,0.489458557
2021/1/11 3:00,0.411404623,0.430870653,0.608066581,0.484091757,0.486744649
2021/1/11 4:00,0.405710594,0.434493763,0.601807352,0.47938526,0.483067185
2021/1/11 5:00,0.405575739,0.434495473,0.602537963,0.48093502,0.482036715
2021/1/11 6:00,0.409651088,0.440074246,0.617598198,0.496864115,0.490388204
2021/1/11 7:00,0.412425566,0.43944427,0.628158545,0.507756864,0.49682181
2021/1/11 8:00,0.41207958,0.444651077,0.603108652,0.491447724,0.488762281
2021/1/11 9:00,0.412341463,0.453696393,0.596605893,0.494352419,0.488705838
2021/1/11 10:00,0.406956893,0.451116631,0.593565885,0.494262899,0.485409559
2021/1/11 11:00,0.401322842,0.451693277,0.585534981,0.489690442,0.481108177
2021/1/11 12:00,0.400525023,0.460487871,0.58911589,0.486665201,0.487317123
2021/1/11 13:00,0.400807467,0.461434893,0.590085046,0.480844348,0.486767969
2021/1/11 14:00,0.400890856,0.447109729,0.593994618,0.472133046,0.482546153
2021/1/11 15:00,0.413089738,0.441962426,0.599725161,0.473873804,0.486996829
2021/1/11 16:00,0.425715752,0.439632076,0.589926862,0.47162736,0.48826542
2021/1/11 17:00,0.448930374,0.447133693,0.585056449,0.46257158,0.494252955
2021/1/11 18:00,0.454347447,0.452911969,0.57115121,0.445408848,0.492660279
2021/1/11 19:00,0.453715719,0.453956152,0.58661951,0.464527822,0.497817424
2021/1/11 20:00,0.440850962,0.445942164,0.57437,0.463203313,0.488970278
2021/1/11 21:00,0.422016545,0.446611766,0.58457619,0.45726165,0.485153984
2021/1/11 22:00,0.414110804,0.442136505,0.612270867,0.465603439,0.491453546
2021/1/11 23:00,0.411725123,0.435673323,0.617756634,0.466645812,0.49455174
2021/1/12 0:00,0.402904505,0.431741963,0.608927835,0.449222076,0.484891247
2021/1/12 1:00,0.401295302,0.431320231,0.608521204,0.445203133,0.481886772
2021/1/12 2:00,0.400929493,0.423717743,0.603464943,0.469013285,0.482300157
2021/1/12 3:00,0.400173144,0.422512889,0.599425084,0.463905006,0.478838603
2021/1/12 4:00,0.400089283,0.42041219,0.604609168,0.46596872,0.47966604
2021/1/12 5:00,0.400247644,0.414603172,0.607011145,0.466752243,0.478993911
2021/1/12 6:00,0.400339389,0.416341356,0.6305643,0.481188158,0.488959342
2021/1/12 7:00,0.400375418,0.4181822,0.646645901,0.487092015,0.496920665
2021/1/12 8:00,0.407792066,0.429905445,0.603041729,0.455972962,0.486271608
2021/1/12 9:00,0.425538925,0.456864111,0.608525859,0.472664285,0.500583233
2021/1/12 10:00,0.426714309,0.46036058,0.617864026,0.50421864,0.504115769
2021/1/12 11:00,0.426133464,0.466832174,0.630036394,0.521770838,0.507956295
2021/1/12 12:00,0.423528196,0.462041063,0.638773794,0.52936947,0.513112084
2021/1/12 13:00,0.423223952,0.45694314,0.627996425,0.52419867,0.507523816
2021/1/12 14:00,0.42572055,0.456469755,0.621875268,0.516713075,0.503911886
2021/1/12 15:00,0.426585656,0.450136674,0.624481462,0.516628281,0.50218324
2021/1/12 16:00,0.430556811,0.447774254,0.601596684,0.489866593,0.495752692
2021/1/12 17:00,0.450602799,0.461888881,0.59391475,0.482967483,0.502777885
2021/1/12 18:00,0.453571326,0.461655091,0.574049059,0.462391622,0.496826039
2021/1/12 19:00,0.452875385,0.463580032,0.591645013,0.474105537,0.502628548
2021/1/12 20:00,0.452478877,0.453874721,0.577217272,0.465854372,0.494793014
2021/1/12 21:00,0.452424755,0.45180297,0.565615222,0.459221586,0.49109924
2021/1/12 22:00,0.451586832,0.456905204,0.612038874,0.490362174,0.50654037
2021/1/12 23:00,0.444796581,0.448843619,0.629735695,0.502310386,0.507695606
2021/1/13 0:00,0.417175671,0.425187523,0.650215077,0.504313311,0.506228176
2021/1/13 1:00,0.399901927,0.426478994,0.642983884,0.503869924,0.502354778
2021/1/13 2:00,0.39966286,0.43665571,0.62632131,0.495036277,0.496886772
2021/1/13 3:00,0.399356807,0.443166048,0.613480181,0.488386939,0.492941621
2021/1/13 4:00,0.399260985,0.44468366,0.612136457,0.488439718,0.493224665
2021/1/13 5:00,0.399737285,0.447344238,0.613688215,0.491410492,0.495172955
2021/1/13 6:00,0.400003252,0.452896292,0.614770616,0.499327045,0.496708075
2021/1/13 7:00,0.413144713,0.448857401,0.618596271,0.508685604,0.498816726
2021/1/13 8:00,0.425041441,0.449883342,0.629969729,0.520073409,0.503649452
2021/1/13 9:00,0.420453565,0.448618067,0.610406706,0.492770391,0.496539539
2021/1/13 10:00,0.403322958,0.446841806,0.586611005,0.472310685,0.485153345
2021/1/13 11:00,0.398891832,0.450058085,0.584495425,0.475037941,0.483397278
2021/1/13 12:00,0.398633612,0.446739872,0.577773943,0.475127637,0.481534706
2021/1/13 13:00,0.399229102,0.445688533,0.575640832,0.474835672,0.47671313
2021/1/13 14:00,0.399587839,0.439879248,0.57932061,0.470922038,0.477003297
2021/1/13 15:00,0.407370085,0.432522241,0.610988263,0.484898413,0.489887844
2021/1/13 16:00,0.426318337,0.442970333,0.604647001,0.471563492,0.496616541
2021/1/13 17:00,0.446111637,0.452734263,0.598284513,0.474830452,0.501326266
2021/1/13 18:00,0.453307493,0.45091061,0.576186189,0.460005216,0.495551836
2021/1/13 19:00,0.450662069,0.442910006,0.578446319,0.464233013,0.492231369
2021/1/13 20:00,0.448881062,0.440905411,0.563320879,0.456896094,0.486122419
2021/1/13 21:00,0.450024479,0.44660089,0.587485336,0.475289086,0.496322702
2021/1/13 22:00,0.449954318,0.44494039,0.629773901,0.494190695,0.508161496
2021/1/13 23:00,0.433928783,0.448085656,0.636010514,0.486929782,0.508725932
2021/1/14 0:00,0.411477562,0.432543681,0.623312515,0.492356649,0.496494137
2021/1/14 1:00,0.408378535,0.430638214,0.620910621,0.509724301,0.49468189
2021/1/14 2:00,0.398598275,0.427473978,0.604636678,0.492243408,0.482809034
2021/1/14 3:00,0.397154783,0.430510871,0.599451311,0.48866975,0.481129902
2021/1/14 4:00,0.398138951,0.432212696,0.603043486,0.492876089,0.481521842
2021/1/14 5:00,0.398342944,0.431966268,0.593264628,0.48874058,0.479091512
2021/1/14 6:00,0.410022268,0.436812349,0.592358514,0.494879762,0.482181232
2021/1/14 7:00,0.417132347,0.418579091,0.605469077,0.499404221,0.482767083
2021/1/14 8:00,0.41768524,0.426584847,0.582243622,0.487244574,0.475433423
2021/1/14 9:00,0.415701951,0.426613154,0.585994058,0.473388752,0.474868724
2021/1/14 10:00,0.401104709,0.425247061,0.572962134,0.458701202,0.469195514
2021/1/14 11:00,0.398559131,0.424703461,0.558452328,0.451776108,0.462936371
2021/1/14 12:00,0.398225833,0.419610533,0.552520312,0.447903071,0.458575815
2021/1/14 13:00,0.398775419,0.419191931,0.551907003,0.442598027,0.458441913
2021/1/14 14:00,0.39829193,0.419847377,0.574525272,0.458473725,0.468047776
2021/1/14 15:00,0.401586689,0.422064138,0.581960631,0.464844066,0.474930579
2021/1/14 16:00,0.427288256,0.429384483,0.594928171,0.483586923,0.487861097
2021/1/14 17:00,0.449193923,0.437152233,0.594479405,0.485762548,0.495974732
2021/1/14 18:00,0.449082283,0.43070621,0.570138012,0.450126598,0.485964407
2021/1/14 19:00,0.447667911,0.423694542,0.577691213,0.456328896,0.486824441
2021/1/14 20:00,0.447959975,0.421366249,0.590615586,0.466790104,0.489609558
2021/1/14 21:00,0.448456745,0.417036235,0.590413872,0.466984022,0.488857939
2021/1/14 22:00,0.4460393,0.426579607,0.615145751,0.471722695,0.498566557
2021/1/14 23:00,0.435459102,0.436911574,0.613957959,0.47111646,0.497302725
2021/1/15 0:00,0.413263087,0.440079164,0.617108517,0.500910676,0.495797311
2021/1/15 1:00,0.411986129,0.452364257,0.628451225,0.505826684,0.500311863
2021/1/15 2:00,0.412186012,0.448713916,0.631688063,0.503501012,0.503578079
