南部,中部,北部,東部,離島
0.0,0.11943687556766576,0.012795905310300705,,0.11737089201877934
0.0,0.09937935210414775,0.011196417146513116,,0.11032863849765259
0.0,0.09536784741144415,0.009596928982725527,,0.10328638497652583
0.0,0.0952921586436573,0.010739420528288092,,0.08098591549295775
0.0,0.0940811383590675,0.02147884105657618,,0.046948356807511735
0.0,0.08825310323947926,0.08454437437162964,,0.03169014084507042
0.0,0.07818649712382683,0.09139932364500503,,0.04812206572769953
0.0,0.1333636088404481,0.0943698016634677,,0.10211267605633803
0.040740740740740744,0.174084165909779,0.1348140023763824,,0.142018779342723
0.06296296296296296,0.22903421132303964,0.1654327757974591,,0.09859154929577464
0.07037037037037037,0.2529518619436876,0.18257014898089755,,0.06924882629107981
0.06666666666666667,0.26846805933999396,0.2479206653870761,,0.06572769953051642
0.08888888888888889,0.24538298516500154,0.2947628187551412,,0.055164319248826296
0.05925925925925926,0.22903421132303967,0.3601133351613198,,0.04460093896713614
0.06296296296296296,0.17363003330305785,0.3742802303262956,,0.0528169014084507
0.03333333333333333,0.09756282167726309,0.4172379124394479,,0.019953051643192492
0.040740740740740744,0.03451407811080836,0.44374371629649945,,0.004694835680751174
0.037037037037037035,0.003103239479261277,0.42386436340371075,,0.002347417840375587
0.04814814814814815,0.002876173175900696,0.21136093592907415,,0.0
0.044444444444444446,0.0030275507114744175,0.13687048715839503,,0.0
0.040740740740740744,0.006811989100817439,0.041815190567589804,,0.01643192488262911
0.037037037037037035,0.009915228580078714,0.0077689425098254284,,0.01056338028169014
0.06666666666666667,0.037693006357856496,0.00891143405538799,,0.002347417840375587
0.06666666666666667,0.07599152285800786,0.007083447582487889,,0.030516431924882632
0.05185185185185186,0.08704208295488948,0.011424915455625628,,0.06455399061032864
0.04814814814814815,0.09430820466242809,0.00982542729183804,,0.07394366197183098
0.02962962962962963,0.14237057220708446,0.011881912073850653,,0.06338028169014084
0.022222222222222223,0.20208900999091733,0.015080888401425829,,0.08920187793427231
