,南部 (kgCO2e/kWh),中部 (kgCO2e/kWh),北部 (kgCO2e/kWh),東部 (kgCO2e/kWh),全台 (kgCO2e/kWh)
2024-11-01 00:00:00,0.5491397145184291,0.5329843646584933,0.48942051194340164,0.5126785128863642,0.52027701252799
2024-11-01 01:00:00,0.548058680806335,0.560472610559559,0.5004453850326731,0.5335371995915813,0.5336290827052772
2024-11-01 02:00:00,0.5487522203191741,0.5570342349460331,0.5074769773632105,0.5312523711036843,0.5364757521158321
2024-11-01 03:00:00,0.5471202856028392,0.5343592978328542,0.5118714892355155,0.5136595493000602,0.5299557327602717
2024-11-01 04:00:00,0.5472872167921864,0.5362477059306331,0.5276992797385571,0.5156715990537625,0.5363318319859233
2024-11-01 05:00:00,0.5459301020310776,0.5528867897989014,0.5132200323994398,0.5286143238848932,0.5364547934348817
2024-11-01 06:00:00,0.5429656936414204,0.5679233172441699,0.4879311624576492,0.5384406191100778,0.5295797856241963
2024-11-01 07:00:00,0.5091823857752483,0.550997656829935,0.4809508065749516,0.5201006127321501,0.5114338596939192
2024-11-01 08:00:00,0.4455772819652193,0.493929866068407,0.47779624150018113,0.4651701396936504,0.4723411472758866
2024-11-01 09:00:00,0.4234987912963582,0.49388916549161227,0.47794879792037026,0.4641395788367049,0.4655067318359436
2024-11-01 10:00:00,0.3268680325301577,0.4879549414266097,0.4779880730214369,0.45112625939411494,0.42796060909407085
2024-11-01 11:00:00,0.3743794821431724,0.4894584185519544,0.49231929194087953,0.4620577298863859,0.4557449247628629
2024-11-01 12:00:00,0.44420729238514034,0.5167195290975128,0.5128708705295528,0.4617095565132734,0.4969795357074936
2024-11-01 13:00:00,0.3262662798958811,0.5069697595496174,0.5134282047591544,0.3573901504200625,0.45052917154750877
2024-11-01 14:00:00,0.3571085000988563,0.5173560191956921,0.49904765477620583,0.36595412897404644,0.4599992074679328
2024-11-01 15:00:00,0.41001058156675585,0.5207659289783578,0.49575441497603645,0.3702364820228046,0.4774420433995284
2024-11-01 16:00:00,0.46703991661653305,0.5400722152029951,0.4950092224335543,0.3848414178224416,0.49946503185525715
2024-11-01 17:00:00,0.5335083223921919,0.5331722166239257,0.49406238465380753,0.3945064414218267,0.515000447217632
2024-11-01 18:00:00,0.5346701258666119,0.5525734475210234,0.5008282877922964,0.41293282986436414,0.5250977591288402
2024-11-01 19:00:00,0.534841600277469,0.5712697276319705,0.5037852801109683,0.4303452445155946,0.5327993135101271
2024-11-01 20:00:00,0.5351300834116167,0.6004049340144262,0.503266338749321,0.45170667810520565,0.5427475493357583
2024-11-01 21:00:00,0.5350244046275439,0.6226389288218569,0.49958549349450254,0.4624667199126725,0.5494122731143284
2024-11-01 22:00:00,0.5350560985093592,0.6338917409802886,0.4943630845524302,0.46456076690863285,0.5516510246320405
2024-11-01 23:00:00,0.5352386013863292,0.6427017694402282,0.4975505736619906,0.46833098160534326,0.5578837329608132
2024-11-02 00:00:00,0.5361796746163785,0.6323421425446506,0.5060964291540703,0.4557191459106779,0.560196001319882
2024-11-02 01:00:00,0.5379762347374624,0.6330492048948169,0.515694495141621,0.44947268098802573,0.5635215394866485
2024-11-02 02:00:00,0.5444860706647343,0.6132678805931291,0.5092570164394027,0.4304964344743923,0.5552713676839461
2024-11-02 03:00:00,0.5586940371805156,0.6051349540420983,0.5032753443238213,0.4162485820679032,0.5539128830163149
2024-11-02 04:00:00,0.5591591659804638,0.5775187745191726,0.49676756655737214,0.39634372842033916,0.5409654911708506
2024-11-02 05:00:00,0.5554583496975042,0.5750271521907598,0.4854025325989776,0.40174513878607154,0.5346984094633257
2024-11-02 06:00:00,0.5270897637856778,0.5141601975660383,0.483359240490386,0.3667487235822283,0.5027890911820181
2024-11-02 07:00:00,0.41180885166911646,0.41463507743860545,0.4669707756752251,0.30237254667567115,0.42890518488599694
2024-11-02 08:00:00,0.3164323848443696,0.32682597338569325,0.4413076401692718,0.24536270315991732,0.3584843321897845
2024-11-02 09:00:00,0.2748495033984342,0.2778296739657587,0.4154622630132236,0.21496804499422287,0.3191692412407727
2024-11-02 10:00:00,0.255803983808664,0.25941315431744977,0.40262043186803276,0.20268194432115824,0.30236306992818607
2024-11-02 11:00:00,0.2471122041526775,0.2530050986335714,0.3991279035218883,0.19532251462881714,0.2961333117363403
