,南部 (kgCO2e/kWh),中部 (kgCO2e/kWh),北部 (kgCO2e/kWh),東部 (kgCO2e/kWh),全台 (kgCO2e/kWh)
2025-03-01 00:00:00,0.39219229180884024,0.5871838734125174,0.46769869087299965,0.47714099932702386,0.4855085361659445
2025-03-01 01:00:00,0.39029055853020045,0.6256453158507915,0.4665156764804734,0.5004130738485135,0.49954102749665263
2025-03-01 02:00:00,0.3909271193821744,0.6404100561671414,0.4563765610181105,0.5086388208587471,0.5063580859823185
2025-03-01 03:00:00,0.3909820655188783,0.6415717593007186,0.44673082484588944,0.508862752714006,0.5080652097533512
2025-03-01 04:00:00,0.3917285664094074,0.6401082285455154,0.46955142587632903,0.5094429292008389,0.5094798035342182
2025-03-01 05:00:00,0.39243144339739444,0.6360630963661235,0.48574014794001863,0.5056084448033328,0.508375527077609
2025-03-01 06:00:00,0.387318410221038,0.6301924143589501,0.48680567219764365,0.5034412883624755,0.5052397177016783
2025-03-01 07:00:00,0.33516513789769825,0.5827564209148803,0.47403456298621055,0.46258161454421454,0.46861007164277235
2025-03-01 08:00:00,0.2371282396171613,0.4727803838251033,0.4662937178491385,0.3672708242828303,0.3892075387496314
2025-03-01 09:00:00,0.19829543129020286,0.38325904736706334,0.46178719636398124,0.28973531920564494,0.3374146865797453
2025-03-01 10:00:00,0.17829260818338508,0.30979164936194853,0.45291896933040304,0.2409481532260192,0.30076749636654365
2025-03-01 11:00:00,0.16887859708261935,0.27198463572972364,0.43850473517445115,0.22013671615432734,0.27972703671830945
2025-03-01 12:00:00,0.16609630468585923,0.2678971566021293,0.4383924644150928,0.21860114742880044,0.2772596793342234
2025-03-01 13:00:00,0.17272151876544345,0.3014336258650912,0.44726343477506003,0.24718940559357375,0.2957881927560692
2025-03-01 14:00:00,0.18647986820549878,0.33217380301141125,0.4581476412529303,0.27903439615338155,0.31541693732857595
2025-03-01 15:00:00,0.2137736331855019,0.3859179845003594,0.4618442721991376,0.3293390474509989,0.35173271763567404
2025-03-01 16:00:00,0.26732320559345385,0.46802307600401705,0.46865435952779094,0.398207542957866,0.4033638896088972
2025-03-01 17:00:00,0.3584189890423907,0.5315589922521068,0.4724401539289801,0.44627921434724654,0.457824421414552
2025-03-01 18:00:00,0.3966309642305993,0.5232161393104315,0.474023563568415,0.42529100653440893,0.4670782502092258
2025-03-01 19:00:00,0.39332908966349767,0.5104455969838975,0.47088072742160464,0.41492946696097127,0.46046470275519996
2025-03-01 20:00:00,0.39157810708502816,0.5098024230918613,0.470555744761215,0.41477312962896085,0.4599276827219909
2025-03-01 21:00:00,0.3918564240119291,0.527598912732483,0.4706851990906992,0.4267223742999246,0.4665186245746053
2025-03-01 22:00:00,0.39101283403669745,0.5329712204286015,0.47199077650025856,0.4290216885806555,0.46870234508308695
2025-03-01 23:00:00,0.39052049205207734,0.5356739360101463,0.46762234196608105,0.4238305359223414,0.4658802464690338
2025-03-02 00:00:00,0.39088424349040085,0.5605736575173376,0.4650752248631253,0.46111135793053654,0.47401929266272314
2025-03-02 01:00:00,0.38984832811874204,0.5845862756586808,0.45779514815704564,0.48456943049314666,0.4821046992191351
2025-03-02 02:00:00,0.3893508595256944,0.5988931998914899,0.45102805834570137,0.49212029149420633,0.48867671973786003
2025-03-02 03:00:00,0.3906115812578884,0.6071844042139686,0.4458499051780439,0.4966612665363528,0.4923170982355097
2025-03-02 04:00:00,0.3913114844886814,0.6251355504813288,0.45697294878844885,0.5095316625880474,0.5027532128431684
2025-03-02 05:00:00,0.39218673340561483,0.6168570724481812,0.47974019979039506,0.5040581265299479,0.5010335584588613
2025-03-02 06:00:00,0.3887576772284959,0.5997737961972571,0.4832233782230104,0.49311751389102465,0.4953083355011964
2025-03-02 07:00:00,0.3009861820310928,0.5568178519428673,0.4790387423395829,0.4446708674101592,0.44699531893010613
2025-03-02 08:00:00,0.27966420737147657,0.47104348006200253,0.4663904930412789,0.3753046130469395,0.40832447519750303
2025-03-02 09:00:00,0.19458253296679381,0.3869352517478897,0.45825730463440745,0.28987985720056975,0.33247126057469994
2025-03-02 10:00:00,0.19271981899501203,0.3121764361710355,0.4532742683548986,0.23963103389651305,0.30635035641729813
2025-03-02 11:00:00,0.16952686980180545,0.3022409807348809,0.4474018632442139,0.23430840578573595,0.29267538549243544
2025-03-02 12:00:00,0.16757152494041386,0.2847471394446048,0.44925921230480853,0.2138465603076652,0.287304877304682
2025-03-02 13:00:00,0.18124995424180584,0.3234339452561543,0.45628287077387847,0.2435745534736674,0.3099981410919159
2025-03-02 14:00:00,0.19686423179158222,0.3679203713115515,0.46534805209050956,0.2902529693260448,0.3393206784192041
2025-03-02 15:00:00,0.21108662630311223,0.42125645073177664,0.47382354294294177,0.34467931532618895,0.36838137374627955
2025-03-02 16:00:00,0.26564441579992876,0.5134521739813,0.49541489016790735,0.4222900901764807,0.4305574747866163
2025-03-02 17:00:00,0.35842482147726806,0.5672949947818422,0.49665417847479887,0.47344578639862794,0.4787913672950844
2025-03-02 18:00:00,0.40123875662681796,0.5249485553124861,0.48868505914466226,0.42086506310423916,0.47290811791159115
2025-03-02 19:00:00,0.4011585048418064,0.5284564073624946,0.4889970909914624,0.41020905646042505,0.4741119635571496
2025-03-02 20:00:00,0.40025411825846596,0.5422817673429734,0.4759148213600404,0.4188884338703987,0.47561137506899753
2025-03-02 21:00:00,0.39705007277624027,0.5581362608180698,0.4701267695360108,0.42463082333721053,0.4786625599412805
2025-03-02 22:00:00,0.3925902465482341,0.5531188941154078,0.4655604514300564,0.4177379898801924,0.4737809990219154
2025-03-02 23:00:00,0.3911365305763241,0.5799967024227596,0.45898235823241623,0.4477786842475997,0.4787091538475291
2025-03-03 00:00:00,0.39045978029502665,0.6181280227446802,0.4605841510167276,0.4921473509031626,0.4927523626091754
2025-03-03 01:00:00,0.3906239262510946,0.6214746252772844,0.4474943804792147,0.49426534406164413,0.49592410657643626
2025-03-03 02:00:00,0.3913568200660301,0.6097663631922864,0.45592165387236644,0.48531821418564475,0.4964009416549127
2025-03-03 03:00:00,0.3918609229687604,0.6170467353446931,0.4496425793224587,0.49159683059801307,0.49925187477437016
2025-03-03 04:00:00,0.3914764384276101,0.6238649479017706,0.4283945918705729,0.5095217034551098,0.4950050358113671
2025-03-03 05:00:00,0.3919301301942694,0.6337503409253428,0.4078053795918028,0.518037419065601,0.4892194907624135
2025-03-03 06:00:00,0.3867147248243957,0.6560801583549379,0.40681254978316644,0.5360714686753384,0.48543872463394233
2025-03-03 07:00:00,0.3534560652433366,0.6184513076540752,0.41749064771453653,0.5018376134124042,0.4635661836803937
2025-03-03 08:00:00,0.2624074419526567,0.5335754162607413,0.4131282298524508,0.43573613923012455,0.40221367721711054
2025-03-03 09:00:00,0.23000166749959233,0.4541258680329841,0.40488077532365613,0.36455172258818597,0.36037301040080677
2025-03-03 10:00:00,0.1913398397164742,0.35683976761712355,0.3962684779434734,0.2945419215613879,0.3135195199589048
2025-03-03 11:00:00,0.18378369042400014,0.3512477770965093,0.4045146616182399,0.2851139892706248,0.31115610763793333
2025-03-03 12:00:00,0.21478448553975746,0.3607384478845858,0.4145700495296639,0.2951715892223519,0.33230818818643953
2025-03-03 13:00:00,0.24852889294749142,0.4071128706580427,0.42112454951014394,0.3427613464492646,0.36433167659090093
2025-03-03 14:00:00,0.19842572819010956,0.40014948691067515,0.41425930177398307,0.3540149353590766,0.3392672101943614
2025-03-03 15:00:00,0.23708067589182336,0.4169511172361367,0.41612921851874907,0.3639257237036389,0.3601135946695128
2025-03-03 16:00:00,0.29870708384824046,0.4680524955027124,0.4366969883262764,0.406998866938514,0.40445909786476125
2025-03-03 17:00:00,0.37654659333790286,0.4801403204511412,0.44468488494223474,0.40800062702822326,0.4352743077718448
2025-03-03 18:00:00,0.3975938186459159,0.47595795972247434,0.48074468831469147,0.37277794359072675,0.45212656363160203
2025-03-03 19:00:00,0.3977547888620478,0.5036823055563573,0.4894550497168455,0.3880621248287346,0.46403962537364873
2025-03-03 20:00:00,0.39863575167757836,0.5172588523037077,0.4522335658857475,0.4002975451808692,0.45534206110447106
2025-03-03 21:00:00,0.39882950049191196,0.5518173035570947,0.41648546181112905,0.42078126040307817,0.4532705970840478
2025-03-03 22:00:00,0.39674976512527443,0.5893153139214621,0.38551684416152177,0.44528173415266437,0.454486299265366
2025-03-03 23:00:00,0.3920664347332154,0.5792886393725891,0.3746665278286822,0.49385015177722225,0.4530986848646083
2025-03-04 00:00:00,0.3931443487205801,0.5730216537970538,0.38972603644055437,0.48381385496798207,0.4610691511644226
2025-03-04 01:00:00,0.39286995286398096,0.6052961530130626,0.3936352864579312,0.49838706413925277,0.4769972633939694
2025-03-04 02:00:00,0.3938349624238593,0.6090572612559445,0.39372327049730743,0.501811926161648,0.48531284969808075
2025-03-04 03:00:00,0.3922977125858938,0.618711692000294,0.38481761513748214,0.5077143669411381,0.48938165931908734
2025-03-04 04:00:00,0.391613004066089,0.6225281627255971,0.3737277666047385,0.5120850398410228,0.48172683219157697
2025-03-04 05:00:00,0.39206373709726866,0.6138155735116018,0.353545005901398,0.5098087577244639,0.4713511971102793
2025-03-04 06:00:00,0.38920826459308394,0.6143077693063094,0.33348161069433935,0.510130719668678,0.45968655401229164
2025-03-04 07:00:00,0.3344886108738688,0.6002807585745068,0.365750810872734,0.47304879388775106,0.4391276896119664
2025-03-04 08:00:00,0.2662551014927297,0.4914075419598187,0.40360166742814374,0.36134771373417474,0.3872276509142633
2025-03-04 09:00:00,0.20543066744006447,0.41294142602571354,0.4039108905753061,0.30184583338325854,0.33813826823851717
2025-03-04 10:00:00,0.19858792268242081,0.3651980841937918,0.38846626349087315,0.2713565627508454,0.3174701861890723
2025-03-04 11:00:00,0.2082986849892737,0.31821725615966395,0.38905347467147994,0.2352554399472684,0.30735093506261335
2025-03-04 12:00:00,0.17594771573808146,0.31465998288520686,0.40293037725760095,0.2265707476949618,0.29164188426980164
2025-03-04 13:00:00,0.19416383095210224,0.3133651842033708,0.3995698230525689,0.2458801458793357,0.2981747441813498
2025-03-04 14:00:00,0.2266900927718702,0.37707370413338687,0.39036923275478547,0.31011658215271326,0.3332026681539986
2025-03-04 15:00:00,0.27697154568001275,0.4158377461655169,0.394669345666197,0.34111488616889263,0.36489382876060183
2025-03-04 16:00:00,0.3343657546351461,0.4700434245627808,0.412455251882983,0.39019131907043336,0.4062694571997104
2025-03-04 17:00:00,0.3982839381792715,0.47283108164879056,0.4136008643808093,0.4010433769215675,0.4274084537321522
2025-03-04 18:00:00,0.39585767441806907,0.5106528849606865,0.4616207593604329,0.4251720333879523,0.45525123088550035
2025-03-04 19:00:00,0.39349941751339396,0.5124995959179686,0.4874029992997586,0.42728628384735107,0.46611606955700247
2025-03-04 20:00:00,0.3937994893670434,0.5156349763558393,0.4869649224482963,0.4284006109900205,0.4670577606032335
2025-03-04 21:00:00,0.39341443408347526,0.5459303051166322,0.40367020527384323,0.4479232612348024,0.44653182391716617
