南部,中部,北部,東部,離島
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.004999377024669824,0.0018204530566854043,0.0023465481042361366,0.003409915040677614,0.00034940600978336826
0.1261452363153086,0.11726764468412473,0.04581943929850561,0.12170644049971667,0.012229210342417888
0.3386815765429022,0.28755846015569064,0.21649993824873412,0.3131200183492964,0.07721872816212438
0.4927900988454191,0.4387352802278994,0.35939236754353465,0.4657626895366592,0.16911250873515024
0.6041697815433177,0.5299346464969609,0.4359639372607138,0.5670522140201393,0.2510482180293501
0.6474811030816512,0.5729613210852642,0.4682598493269113,0.6102212120834577,0.28581411600279527
0.6336105573552621,0.5754215986472282,0.4717179202173644,0.6045160780012451,0.28441649196366176
0.5817686269623723,0.5253248632755968,0.40799061380758306,0.5535467451189846,0.25489168413696717
0.473541199435169,0.4267507578873604,0.23897739903668025,0.4501459786612647,0.2059748427672956
0.3077840767505607,0.2739439087183706,0.11942694825243917,0.2908639927344656,0.1287561146051712
0.09021409585513747,0.08722483737793825,0.027355810794121284,0.08871946661653786,0.03808525506638714
0.0011743084973835035,0.021901802172356537,0.00043225886130665684,0.01153805533487002,0.0005241090146750524
0.00015574383254423124,0.019453711743826457,0.0,0.009804727788185344,0.0
0.00015574383254423124,0.010877016589735387,0.0,0.005516380211139809,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0021658775645817755,0.007018265466234023,0.001852537977028529,0.004592071515407899,0.00017470300489168413
0.11113360744247859,0.08514845451914141,0.059219463999011984,0.09814103098081,0.010132774283717682
0.3113215383337486,0.27646055177246626,0.22866493763122148,0.2938910450531074,0.06132075471698113
0.47267941689509096,0.40739606660268424,0.35747807830060513,0.4400377417488876,0.13399720475192173
0.586583187972423,0.5421644348978567,0.40971964925280974,0.5643738114351399,0.20038434661076174
0.6289237062878977,0.22680864677117132,0.4748672347783129,0.4278661765295345,0.27603074772886094
0.6321019187640169,0.0505583230504395,0.4787575645300729,0.3413301209072282,0.2645003494060098
0.5778293462912202,0.04412656338071081,0.40934914165740394,0.3109779548359655,0.25698812019566736
0.4546878893595814,0.42471550660390295,0.23897739903668025,0.4397016979817422,0.2059748427672956
0.2714791510922834,0.25836113523147936,0.118377176732123,0.2649201431618814,0.12403913347309574
0.07348824653210399,0.08343006870496472,0.024947511423984194,0.07845915761853436,0.03476589797344514
0.0016436165794501208,0.021907895739073476,0.00030875632950475484,0.011775756159261798,0.00034940600978336826
0.000149514079242462,0.015722925521380802,0.0,0.007936219800311633,0.0
0.0001619735858460005,0.009277455326539006,0.0,0.004719714456192504,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
