,南部 (kgCO2e/kWh),中部 (kgCO2e/kWh),北部 (kgCO2e/kWh),東部 (kgCO2e/kWh),全台 (kgCO2e/kWh)
2024-12-01 00:00:00,0.5398450430635655,0.6389100894890035,0.45381635296661377,0.5750048554832705,0.5399937149856973
2024-12-01 01:00:00,0.5458303620298152,0.6183101207068561,0.44801493426217454,0.5582424806631259,0.5341775765260639
2024-12-01 02:00:00,0.5468880807530478,0.6047782216980493,0.43721817837147664,0.5466467363462927,0.5285740687124373
2024-12-01 03:00:00,0.5459901390685415,0.5947552256682652,0.4266776415349802,0.5379825099637332,0.523500423248577
2024-12-01 04:00:00,0.5452253642904188,0.5728088828205119,0.4202816942571461,0.5209610551781886,0.514032909467027
2024-12-01 05:00:00,0.5460137826093371,0.5681874065375464,0.4219505710521124,0.5195000249990035,0.5123822898650126
2024-12-01 06:00:00,0.5452264230002605,0.5718962022858612,0.42373088453741536,0.5228829133500053,0.5125727678211449
2024-12-01 07:00:00,0.45603365933540735,0.5173630478090375,0.43500547717684884,0.4641696638146364,0.47028524877718464
2024-12-01 08:00:00,0.34487193812894645,0.425023367398304,0.4482785918200067,0.37447252974479445,0.40494130772359066
2024-12-01 09:00:00,0.2895697216460281,0.3640364805260706,0.4472124324692928,0.31795292489128535,0.3635112836315544
2024-12-01 10:00:00,0.2601806154469259,0.3321566694406063,0.44845431298031996,0.2873592709367229,0.3416641192530376
2024-12-01 11:00:00,0.25057305671692015,0.32212574780475334,0.44690318272952584,0.27781665727288724,0.33426634871299865
2024-12-01 12:00:00,0.2544979635123792,0.32414632478273664,0.4465964943355167,0.28323156235496705,0.3364640391157813
2024-12-01 13:00:00,0.26770323382938427,0.3373383049171372,0.44524625165438514,0.2989107016954472,0.3461748716243931
2024-12-01 14:00:00,0.29767366118823674,0.36567844104399955,0.44589874814786035,0.3285449047283135,0.36780772459245364
2024-12-01 15:00:00,0.35757287608666016,0.4283750940214644,0.4490998504257736,0.3868824274913194,0.41217600836929597
2024-12-01 16:00:00,0.4748977946084299,0.4660697102086287,0.45119171459072116,0.4371039416000502,0.463041082320611
2024-12-01 17:00:00,0.5433165987397429,0.4171735697756616,0.44858546173213226,0.4131703887248398,0.46635174030071547
2024-12-01 18:00:00,0.5447458546446665,0.47304057435485747,0.45151559373402056,0.45156250763446965,0.48714062447245204
