南部,中部,北部,東部,離島
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.008687390979317217,0.0015371022043477597,0.0037668272199580096,0.005112246591832488,0.048567435359888195
0.09030027410914528,0.08060265374830522,0.06669136717302704,0.08545146392872524,0.08839972047519216
0.35872684608356176,0.23043584235942902,0.2244041002840558,0.2945813442214954,0.120020964360587
0.5312577871916272,0.40300869856648847,0.3742126713597629,0.46713324287905783,0.19147449336128583
0.6520142869009053,0.541478908642201,0.3870569346671606,0.5967465977715531,0.3948287910552062
0.7267754796910043,0.6489374343037339,0.5508830431023837,0.6878564569973691,0.4283717679944095
0.7489949331339812,0.6661822281126701,0.3835988637767074,0.7075885806233257,0.397099930118798
0.7060625882548385,0.5888609600414363,0.3993454365814499,0.6474617741481374,0.3118448637316562
0.6172200764183072,0.5428499611535121,0.4002717055699642,0.5800350187859097,0.23148148148148148
0.4601679956807043,0.37472236186645946,0.25565024082993704,0.4174451787735819,0.17435359888190075
0.25872269291469396,0.22236796002620232,0.08330245770038286,0.24054532647044813,0.10464709993011881
0.06337320375446465,0.04674070350227747,0.01840187723848339,0.055056953628371055,0.06708595387840671
0.0019727552122269293,0.00010968420090489465,0.0014820303816228233,0.001041219706565912,0.057651991614255764
0.0015345958966691586,0.0022485261185503404,0.0014820303816228233,0.0018915610076097496,0.03843466107617051
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.005484259489990862,0.0006169736300900325,0.003025812029146598,0.003050616560040447,0.04839273235499651
0.1712185397458261,0.06302880733665434,0.0708904532542917,0.11712367354124022,0.07896575821104122
0.22255274524462168,0.19542525478725836,0.22724465851549955,0.20898900001594,0.1629979035639413
0.5679977572888113,0.3194171503435248,0.3300605162405829,0.44370745381616805,0.26240391334730956
0.6023413489492482,0.5229026705056138,0.3592688650117327,0.562622009727431,0.2893081761006289
0.7295840601378851,0.5297396523620188,0.37773249351611704,0.629661856249952,0.39046121593291405
0.7341317800481768,0.6465670368508447,0.42546622205755213,0.6903494084495108,0.29926624737945495
0.65664299360412,0.5724784059229469,0.31060886748178335,0.6145606997635334,0.34975541579315167
0.5387563335825236,0.4830370336517222,0.3434605409410893,0.5108966836171229,0.3759608665269043
0.46133815100922004,0.3808540133753789,0.15826849450413735,0.42109608219229944,0.2844164919636618
0.2823303430517485,0.17025425407126424,0.09336791404223786,0.22629229856150634,0.2157582110412299
0.07689488329595481,0.030394710784089698,0.01722860318636532,0.05364479704002226,0.08962264150943396
0.0019706786277930064,0.0001142543759425986,0.0007410151908114116,0.0010424665018678024,0.057651991614255764
0.0016519229171858129,9.140350075407889e-06,0.0007410151908114116,0.0008305316336306103,0.03843466107617051
0.0,0.0,0.0,0.0,0.0
